"feature"
"M30_UPPER_SHADOW_7_mad3_zscore"
"M30_UPPER_SHADOW_8_mad3_zscore"
"M30_LOWER_SHADOW_1_mad3_zscore"
"M30_LOWER_SHADOW_2_mad3_zscore"
"M30_LOWER_SHADOW_3_mad3_zscore"
"M30_LOWER_SHADOW_4_mad3_zscore"
"M30_LOWER_SHADOW_5_mad3_zscore"
"M30_LOWER_SHADOW_6_mad3_zscore"
"M30_LOWER_SHADOW_7_mad3_zscore"
"M30_LOWER_SHADOW_8_mad3_zscore"
"M30_BODY_RANGE_RATIO_1_mad3_zscore"
"M30_BODY_RANGE_RATIO_2_mad3_zscore"
"M30_BODY_RANGE_RATIO_3_mad3_zscore"
"M30_BODY_RANGE_RATIO_4_mad3_zscore"
"M30_BODY_RANGE_RATIO_5_mad3_zscore"
"M30_BODY_RANGE_RATIO_6_mad3_zscore"
"M30_BODY_RANGE_RATIO_7_mad3_zscore"
"M30_BODY_RANGE_RATIO_8_mad3_zscore"
"M30_CLOSE_POS_1_mad3_zscore"
"M30_CLOSE_POS_2_mad3_zscore"
"M30_CLOSE_POS_3_mad3_zscore"
"M30_CLOSE_POS_4_mad3_zscore"
"M30_CLOSE_POS_5_mad3_zscore"
"M30_CLOSE_POS_6_mad3_zscore"
"M30_CLOSE_POS_7_mad3_zscore"
"M30_CLOSE_POS_8_mad3_zscore"
"M30_VWAP_POS_1_mad3_zscore"
"M30_VWAP_POS_2_mad3_zscore"
"M30_VWAP_POS_3_mad3_zscore"
"M30_VWAP_POS_4_mad3_zscore"
"M30_VWAP_POS_5_mad3_zscore"
"M30_VWAP_POS_6_mad3_zscore"
"M30_VWAP_POS_7_mad3_zscore"
"M30_VWAP_POS_8_mad3_zscore"
"M30_CLOSE_VWAP_1_mad3_zscore"
"M30_CLOSE_VWAP_2_mad3_zscore"
"M30_CLOSE_VWAP_3_mad3_zscore"
"M30_CLOSE_VWAP_4_mad3_zscore"
"M30_CLOSE_VWAP_5_mad3_zscore"
"M30_CLOSE_VWAP_6_mad3_zscore"
"M30_CLOSE_VWAP_7_mad3_zscore"
"M30_CLOSE_VWAP_8_mad3_zscore"
"M30_OPEN_VWAP_1_mad3_zscore"
"M30_OPEN_VWAP_2_mad3_zscore"
"M30_OPEN_VWAP_3_mad3_zscore"
"M30_OPEN_VWAP_4_mad3_zscore"
"M30_OPEN_VWAP_5_mad3_zscore"
"M30_OPEN_VWAP_6_mad3_zscore"
"M30_OPEN_VWAP_7_mad3_zscore"
"M30_OPEN_VWAP_8_mad3_zscore"
"M30_HIGH_VWAP_1_mad3_zscore"
"M30_HIGH_VWAP_2_mad3_zscore"
"M30_HIGH_VWAP_3_mad3_zscore"
"M30_HIGH_VWAP_4_mad3_zscore"
"M30_HIGH_VWAP_5_mad3_zscore"
"M30_HIGH_VWAP_6_mad3_zscore"
"M30_HIGH_VWAP_7_mad3_zscore"
"M30_HIGH_VWAP_8_mad3_zscore"
"M30_LOW_VWAP_1_mad3_zscore"
"M30_LOW_VWAP_2_mad3_zscore"
"M30_LOW_VWAP_3_mad3_zscore"
"M30_LOW_VWAP_4_mad3_zscore"
"M30_LOW_VWAP_5_mad3_zscore"
"M30_LOW_VWAP_6_mad3_zscore"
"M30_LOW_VWAP_7_mad3_zscore"
"M30_LOW_VWAP_8_mad3_zscore"
"M30_VWAP_OPEN_1_mad3_zscore"
"M30_VWAP_OPEN_2_mad3_zscore"
"M30_VWAP_OPEN_3_mad3_zscore"
"M30_VWAP_OPEN_4_mad3_zscore"
"M30_VWAP_OPEN_5_mad3_zscore"
"M30_VWAP_OPEN_6_mad3_zscore"
"M30_VWAP_OPEN_7_mad3_zscore"
"M30_VWAP_OPEN_8_mad3_zscore"
"M30_VOL_CHG_2_mad3_zscore"
"M30_VOL_CHG_3_mad3_zscore"
"M30_VOL_CHG_4_mad3_zscore"
"M30_VOL_CHG_5_mad3_zscore"
"M30_VOL_CHG_6_mad3_zscore"
"M30_VOL_CHG_7_mad3_zscore"
"M30_VOL_CHG_8_mad3_zscore"
"M30_AMT_CHG_2_mad3_zscore"
"M30_AMT_CHG_3_mad3_zscore"
"M30_AMT_CHG_4_mad3_zscore"
"M30_AMT_CHG_5_mad3_zscore"
"M30_AMT_CHG_6_mad3_zscore"
"M30_AMT_CHG_7_mad3_zscore"
"M30_AMT_CHG_8_mad3_zscore"
"M30_UP_VOL_RATIO_1_mad3_zscore"
"M30_UP_VOL_RATIO_2_mad3_zscore"
"M30_UP_VOL_RATIO_3_mad3_zscore"
"M30_UP_VOL_RATIO_4_mad3_zscore"
"M30_UP_VOL_RATIO_5_mad3_zscore"
"M30_UP_VOL_RATIO_6_mad3_zscore"
"M30_UP_VOL_RATIO_7_mad3_zscore"
"M30_UP_VOL_RATIO_8_mad3_zscore"
"M30_DOWN_VOL_RATIO_1_mad3_zscore"
"M30_DOWN_VOL_RATIO_2_mad3_zscore"
"M30_DOWN_VOL_RATIO_3_mad3_zscore"
"M30_DOWN_VOL_RATIO_4_mad3_zscore"
"M30_DOWN_VOL_RATIO_5_mad3_zscore"
"M30_DOWN_VOL_RATIO_6_mad3_zscore"
"M30_DOWN_VOL_RATIO_7_mad3_zscore"
"M30_DOWN_VOL_RATIO_8_mad3_zscore"
"M30_NET_UP_VOL_RATIO_1_mad3_zscore"
"M30_NET_UP_VOL_RATIO_2_mad3_zscore"
"M30_NET_UP_VOL_RATIO_3_mad3_zscore"
"M30_NET_UP_VOL_RATIO_4_mad3_zscore"
"M30_NET_UP_VOL_RATIO_5_mad3_zscore"
"M30_NET_UP_VOL_RATIO_6_mad3_zscore"
"M30_NET_UP_VOL_RATIO_7_mad3_zscore"
"M30_NET_UP_VOL_RATIO_8_mad3_zscore"
"M30_UP_AMT_RATIO_1_mad3_zscore"
"M30_UP_AMT_RATIO_2_mad3_zscore"
"M30_UP_AMT_RATIO_3_mad3_zscore"
"M30_UP_AMT_RATIO_4_mad3_zscore"
"M30_UP_AMT_RATIO_5_mad3_zscore"
"M30_UP_AMT_RATIO_6_mad3_zscore"
"M30_UP_AMT_RATIO_7_mad3_zscore"
"M30_UP_AMT_RATIO_8_mad3_zscore"
"M30_DOWN_AMT_RATIO_1_mad3_zscore"
"M30_DOWN_AMT_RATIO_2_mad3_zscore"
"M30_DOWN_AMT_RATIO_3_mad3_zscore"
"M30_DOWN_AMT_RATIO_4_mad3_zscore"
"M30_DOWN_AMT_RATIO_5_mad3_zscore"
"M30_DOWN_AMT_RATIO_6_mad3_zscore"
"M30_DOWN_AMT_RATIO_7_mad3_zscore"
"M30_DOWN_AMT_RATIO_8_mad3_zscore"
"M30_NET_UP_AMT_RATIO_1_mad3_zscore"
"M30_NET_UP_AMT_RATIO_2_mad3_zscore"
"M30_NET_UP_AMT_RATIO_3_mad3_zscore"
"M30_NET_UP_AMT_RATIO_4_mad3_zscore"
"M30_NET_UP_AMT_RATIO_5_mad3_zscore"
"M30_NET_UP_AMT_RATIO_6_mad3_zscore"
"M30_NET_UP_AMT_RATIO_7_mad3_zscore"
"M30_NET_UP_AMT_RATIO_8_mad3_zscore"
"M30_RET_PER_AMT_1_mad3_zscore"
"M30_RET_PER_AMT_2_mad3_zscore"
"M30_RET_PER_AMT_3_mad3_zscore"
"M30_RET_PER_AMT_4_mad3_zscore"
"M30_RET_PER_AMT_5_mad3_zscore"
"M30_RET_PER_AMT_6_mad3_zscore"
"M30_RET_PER_AMT_7_mad3_zscore"
"M30_RET_PER_AMT_8_mad3_zscore"
"M30_RET_PER_VOL_1_mad3_zscore"
"M30_RET_PER_VOL_2_mad3_zscore"
"M30_RET_PER_VOL_3_mad3_zscore"
"M30_RET_PER_VOL_4_mad3_zscore"
"M30_RET_PER_VOL_5_mad3_zscore"
"M30_RET_PER_VOL_6_mad3_zscore"
"M30_RET_PER_VOL_7_mad3_zscore"
"M30_RET_PER_VOL_8_mad3_zscore"
"M30_ABS_RET_PER_AMT_1_mad3_zscore"
"M30_ABS_RET_PER_AMT_2_mad3_zscore"
"M30_ABS_RET_PER_AMT_3_mad3_zscore"
"M30_ABS_RET_PER_AMT_4_mad3_zscore"
"M30_ABS_RET_PER_AMT_5_mad3_zscore"
"M30_ABS_RET_PER_AMT_6_mad3_zscore"
"M30_ABS_RET_PER_AMT_7_mad3_zscore"
"M30_ABS_RET_PER_AMT_8_mad3_zscore"
"M30_ABS_RET_PER_VOL_1_mad3_zscore"
"M30_ABS_RET_PER_VOL_2_mad3_zscore"
"M30_ABS_RET_PER_VOL_3_mad3_zscore"
"M30_ABS_RET_PER_VOL_4_mad3_zscore"
"M30_ABS_RET_PER_VOL_5_mad3_zscore"
"M30_ABS_RET_PER_VOL_6_mad3_zscore"
"M30_ABS_RET_PER_VOL_7_mad3_zscore"
"M30_ABS_RET_PER_VOL_8_mad3_zscore"
"M30_RANGE_PER_AMT_1_mad3_zscore"
"M30_RANGE_PER_AMT_2_mad3_zscore"
"M30_RANGE_PER_AMT_3_mad3_zscore"
"M30_RANGE_PER_AMT_4_mad3_zscore"
"M30_RANGE_PER_AMT_5_mad3_zscore"
"M30_RANGE_PER_AMT_6_mad3_zscore"
"M30_RANGE_PER_AMT_7_mad3_zscore"
"M30_RANGE_PER_AMT_8_mad3_zscore"
"M30_RANGE_PER_VOL_1_mad3_zscore"
"M30_RANGE_PER_VOL_2_mad3_zscore"
"M30_RANGE_PER_VOL_3_mad3_zscore"
"M30_RANGE_PER_VOL_4_mad3_zscore"
"M30_RANGE_PER_VOL_5_mad3_zscore"
"M30_RANGE_PER_VOL_6_mad3_zscore"
"M30_RANGE_PER_VOL_7_mad3_zscore"
"M30_RANGE_PER_VOL_8_mad3_zscore"
"M30_MIN_RET_STD_1_mad3_zscore"
"M30_MIN_RET_STD_2_mad3_zscore"
"M30_MIN_RET_STD_3_mad3_zscore"
"M30_MIN_RET_STD_4_mad3_zscore"
"M30_MIN_RET_STD_5_mad3_zscore"
"M30_MIN_RET_STD_6_mad3_zscore"
"M30_MIN_RET_STD_7_mad3_zscore"
"M30_MIN_RET_STD_8_mad3_zscore"
"M30_REALIZED_VOL_1_mad3_zscore"
"M30_REALIZED_VOL_2_mad3_zscore"
"M30_REALIZED_VOL_3_mad3_zscore"
"M30_REALIZED_VOL_4_mad3_zscore"
"M30_REALIZED_VOL_5_mad3_zscore"
"M30_REALIZED_VOL_6_mad3_zscore"
"M30_REALIZED_VOL_7_mad3_zscore"
"M30_REALIZED_VOL_8_mad3_zscore"
"M30_ABS_MIN_RET_MEAN_1_mad3_zscore"
"M30_ABS_MIN_RET_MEAN_2_mad3_zscore"
"M30_ABS_MIN_RET_MEAN_3_mad3_zscore"
"M30_ABS_MIN_RET_MEAN_4_mad3_zscore"
"M30_ABS_MIN_RET_MEAN_5_mad3_zscore"
"M30_ABS_MIN_RET_MEAN_6_mad3_zscore"
"M30_ABS_MIN_RET_MEAN_7_mad3_zscore"
"M30_ABS_MIN_RET_MEAN_8_mad3_zscore"
"M30_MAX_MIN_RET_1_mad3_zscore"
"M30_MAX_MIN_RET_2_mad3_zscore"
"M30_MAX_MIN_RET_3_mad3_zscore"
"M30_MAX_MIN_RET_4_mad3_zscore"
"M30_MAX_MIN_RET_5_mad3_zscore"
"M30_MAX_MIN_RET_6_mad3_zscore"
"M30_MAX_MIN_RET_7_mad3_zscore"
"M30_MAX_MIN_RET_8_mad3_zscore"
"M30_MIN_MIN_RET_1_mad3_zscore"
"M30_MIN_MIN_RET_2_mad3_zscore"
"M30_MIN_MIN_RET_3_mad3_zscore"
"M30_MIN_MIN_RET_4_mad3_zscore"
"M30_MIN_MIN_RET_5_mad3_zscore"
"M30_MIN_MIN_RET_6_mad3_zscore"
"M30_MIN_MIN_RET_7_mad3_zscore"
"M30_MIN_MIN_RET_8_mad3_zscore"
"M30_UP_MIN_RATIO_1_mad3_zscore"
"M30_UP_MIN_RATIO_2_mad3_zscore"
"M30_UP_MIN_RATIO_3_mad3_zscore"
"M30_UP_MIN_RATIO_4_mad3_zscore"
"M30_UP_MIN_RATIO_5_mad3_zscore"
"M30_UP_MIN_RATIO_6_mad3_zscore"
"M30_UP_MIN_RATIO_7_mad3_zscore"
"M30_UP_MIN_RATIO_8_mad3_zscore"
"M30_DOWN_MIN_RATIO_1_mad3_zscore"
"M30_DOWN_MIN_RATIO_2_mad3_zscore"
"M30_DOWN_MIN_RATIO_3_mad3_zscore"
"M30_DOWN_MIN_RATIO_4_mad3_zscore"
"M30_DOWN_MIN_RATIO_5_mad3_zscore"
"M30_DOWN_MIN_RATIO_6_mad3_zscore"
"M30_DOWN_MIN_RATIO_7_mad3_zscore"
"M30_DOWN_MIN_RATIO_8_mad3_zscore"
"M30_FLAT_MIN_RATIO_1_mad3_zscore"
"M30_FLAT_MIN_RATIO_2_mad3_zscore"
"M30_FLAT_MIN_RATIO_3_mad3_zscore"
"M30_FLAT_MIN_RATIO_4_mad3_zscore"
"M30_FLAT_MIN_RATIO_5_mad3_zscore"
"M30_FLAT_MIN_RATIO_6_mad3_zscore"
"M30_FLAT_MIN_RATIO_7_mad3_zscore"
"M30_FLAT_MIN_RATIO_8_mad3_zscore"
"M30_CUM_RET_2_mad3_zscore"
"M30_CUM_RET_3_mad3_zscore"
"M30_CUM_RET_4_mad3_zscore"
"M30_CUM_RET_5_mad3_zscore"
"M30_CUM_RET_6_mad3_zscore"
"M30_CUM_RET_7_mad3_zscore"
"M30_CUM_RET_8_mad3_zscore"
"M30_CUM_VWAP_2_mad3_zscore"
"M30_CUM_VWAP_3_mad3_zscore"
"M30_CUM_VWAP_4_mad3_zscore"
"M30_CUM_VWAP_5_mad3_zscore"
"M30_CUM_VWAP_6_mad3_zscore"
"M30_CUM_VWAP_7_mad3_zscore"
"M30_CUM_VWAP_8_mad3_zscore"
"M30_CLOSE_CUM_VWAP_2_mad3_zscore"
"M30_CLOSE_CUM_VWAP_3_mad3_zscore"
"M30_CLOSE_CUM_VWAP_4_mad3_zscore"
"M30_CLOSE_CUM_VWAP_5_mad3_zscore"
"M30_CLOSE_CUM_VWAP_6_mad3_zscore"
"M30_CLOSE_CUM_VWAP_7_mad3_zscore"
"M30_CLOSE_CUM_VWAP_8_mad3_zscore"
"M30_CUM_CLOSE_POS_2_mad3_zscore"
"M30_CUM_CLOSE_POS_3_mad3_zscore"
"M30_CUM_CLOSE_POS_4_mad3_zscore"
"M30_CUM_CLOSE_POS_5_mad3_zscore"
"M30_CUM_CLOSE_POS_6_mad3_zscore"
"M30_CUM_CLOSE_POS_7_mad3_zscore"
"M30_CUM_CLOSE_POS_8_mad3_zscore"
"M30_DIST_TO_CUM_HIGH_1_mad3_zscore"
"M30_DIST_TO_CUM_HIGH_2_mad3_zscore"
"M30_DIST_TO_CUM_HIGH_3_mad3_zscore"
"M30_DIST_TO_CUM_HIGH_4_mad3_zscore"
"M30_DIST_TO_CUM_HIGH_5_mad3_zscore"
"M30_DIST_TO_CUM_HIGH_6_mad3_zscore"
"M30_DIST_TO_CUM_HIGH_7_mad3_zscore"
"M30_DIST_TO_CUM_HIGH_8_mad3_zscore"
"M30_DIST_TO_CUM_LOW_1_mad3_zscore"
"M30_DIST_TO_CUM_LOW_2_mad3_zscore"
"M30_DIST_TO_CUM_LOW_3_mad3_zscore"
"M30_DIST_TO_CUM_LOW_4_mad3_zscore"
"M30_DIST_TO_CUM_LOW_5_mad3_zscore"
"M30_DIST_TO_CUM_LOW_6_mad3_zscore"
"M30_DIST_TO_CUM_LOW_7_mad3_zscore"
"M30_DIST_TO_CUM_LOW_8_mad3_zscore"
"M30_PRICE_DEV_VWAP_MEAN_1_mad3_zscore"
"M30_PRICE_DEV_VWAP_MEAN_2_mad3_zscore"
"M30_PRICE_DEV_VWAP_MEAN_3_mad3_zscore"
"M30_PRICE_DEV_VWAP_MEAN_4_mad3_zscore"
"M30_PRICE_DEV_VWAP_MEAN_5_mad3_zscore"
"M30_PRICE_DEV_VWAP_MEAN_6_mad3_zscore"
"M30_PRICE_DEV_VWAP_MEAN_7_mad3_zscore"
"M30_PRICE_DEV_VWAP_MEAN_8_mad3_zscore"
"M30_PRICE_DEV_VWAP_ABS_MEAN_1_mad3_zscore"
"M30_PRICE_DEV_VWAP_ABS_MEAN_2_mad3_zscore"
"M30_PRICE_DEV_VWAP_ABS_MEAN_3_mad3_zscore"
"M30_PRICE_DEV_VWAP_ABS_MEAN_4_mad3_zscore"
"M30_PRICE_DEV_VWAP_ABS_MEAN_5_mad3_zscore"
"M30_PRICE_DEV_VWAP_ABS_MEAN_6_mad3_zscore"
"M30_PRICE_DEV_VWAP_ABS_MEAN_7_mad3_zscore"
"M30_PRICE_DEV_VWAP_ABS_MEAN_8_mad3_zscore"
"M30_PRICE_DEV_VWAP_STD_1_mad3_zscore"
"M30_PRICE_DEV_VWAP_STD_2_mad3_zscore"
"M30_PRICE_DEV_VWAP_STD_3_mad3_zscore"
"M30_PRICE_DEV_VWAP_STD_4_mad3_zscore"
"M30_PRICE_DEV_VWAP_STD_5_mad3_zscore"
"M30_PRICE_DEV_VWAP_STD_6_mad3_zscore"
"M30_PRICE_DEV_VWAP_STD_7_mad3_zscore"
"M30_PRICE_DEV_VWAP_STD_8_mad3_zscore"
"M30_PRICE_MAX_DEV_OPEN_1_mad3_zscore"
"M30_PRICE_MAX_DEV_OPEN_2_mad3_zscore"
"M30_PRICE_MAX_DEV_OPEN_3_mad3_zscore"
"M30_PRICE_MAX_DEV_OPEN_4_mad3_zscore"
"M30_PRICE_MAX_DEV_OPEN_5_mad3_zscore"
"M30_PRICE_MAX_DEV_OPEN_6_mad3_zscore"
"M30_PRICE_MAX_DEV_OPEN_7_mad3_zscore"
"M30_PRICE_MAX_DEV_OPEN_8_mad3_zscore"
"M30_PRICE_MIN_DEV_OPEN_1_mad3_zscore"
"M30_PRICE_MIN_DEV_OPEN_2_mad3_zscore"
"M30_PRICE_MIN_DEV_OPEN_3_mad3_zscore"
"M30_PRICE_MIN_DEV_OPEN_4_mad3_zscore"
"M30_PRICE_MIN_DEV_OPEN_5_mad3_zscore"
"M30_PRICE_MIN_DEV_OPEN_6_mad3_zscore"
"M30_PRICE_MIN_DEV_OPEN_7_mad3_zscore"
"M30_PRICE_MIN_DEV_OPEN_8_mad3_zscore"
"M30_PRICE_DEV_RANGE_OPEN_1_mad3_zscore"
"M30_PRICE_DEV_RANGE_OPEN_2_mad3_zscore"
"M30_PRICE_DEV_RANGE_OPEN_3_mad3_zscore"
"M30_PRICE_DEV_RANGE_OPEN_4_mad3_zscore"
"M30_PRICE_DEV_RANGE_OPEN_5_mad3_zscore"
"M30_PRICE_DEV_RANGE_OPEN_6_mad3_zscore"
"M30_PRICE_DEV_RANGE_OPEN_7_mad3_zscore"
"M30_PRICE_DEV_RANGE_OPEN_8_mad3_zscore"
"M30_RET_VOL_CORR_1_mad3_zscore"
"M30_RET_VOL_CORR_2_mad3_zscore"
"M30_RET_VOL_CORR_3_mad3_zscore"
"M30_RET_VOL_CORR_4_mad3_zscore"
"M30_RET_VOL_CORR_5_mad3_zscore"
"M30_RET_VOL_CORR_6_mad3_zscore"
"M30_RET_VOL_CORR_7_mad3_zscore"
"M30_RET_VOL_CORR_8_mad3_zscore"
"M30_RET_AMT_CORR_1_mad3_zscore"
"M30_RET_AMT_CORR_2_mad3_zscore"
"M30_RET_AMT_CORR_3_mad3_zscore"
"M30_RET_AMT_CORR_4_mad3_zscore"
"M30_RET_AMT_CORR_5_mad3_zscore"
"M30_RET_AMT_CORR_6_mad3_zscore"
"M30_RET_AMT_CORR_7_mad3_zscore"
"M30_RET_AMT_CORR_8_mad3_zscore"
"M30_ABSRET_VOL_CORR_1_mad3_zscore"
"M30_ABSRET_VOL_CORR_2_mad3_zscore"
"M30_ABSRET_VOL_CORR_3_mad3_zscore"
"M30_ABSRET_VOL_CORR_4_mad3_zscore"
"M30_ABSRET_VOL_CORR_5_mad3_zscore"
"M30_ABSRET_VOL_CORR_6_mad3_zscore"
"M30_ABSRET_VOL_CORR_7_mad3_zscore"
"M30_ABSRET_VOL_CORR_8_mad3_zscore"
"M30_ABSRET_AMT_CORR_1_mad3_zscore"
"M30_ABSRET_AMT_CORR_2_mad3_zscore"
"M30_ABSRET_AMT_CORR_3_mad3_zscore"
"M30_ABSRET_AMT_CORR_4_mad3_zscore"
"M30_ABSRET_AMT_CORR_5_mad3_zscore"
"M30_ABSRET_AMT_CORR_6_mad3_zscore"
"M30_ABSRET_AMT_CORR_7_mad3_zscore"
"M30_ABSRET_AMT_CORR_8_mad3_zscore"
"M30_PRICEDEV_VOL_CORR_1_mad3_zscore"
"M30_PRICEDEV_VOL_CORR_2_mad3_zscore"
"M30_PRICEDEV_VOL_CORR_3_mad3_zscore"
"M30_PRICEDEV_VOL_CORR_4_mad3_zscore"
"M30_PRICEDEV_VOL_CORR_5_mad3_zscore"
"M30_PRICEDEV_VOL_CORR_6_mad3_zscore"
"M30_PRICEDEV_VOL_CORR_7_mad3_zscore"
"M30_PRICEDEV_VOL_CORR_8_mad3_zscore"
"M30_PRICEDEV_AMT_CORR_1_mad3_zscore"
"M30_PRICEDEV_AMT_CORR_2_mad3_zscore"
"M30_PRICEDEV_AMT_CORR_3_mad3_zscore"
"M30_PRICEDEV_AMT_CORR_4_mad3_zscore"
"M30_PRICEDEV_AMT_CORR_5_mad3_zscore"
"M30_PRICEDEV_AMT_CORR_6_mad3_zscore"
"M30_PRICEDEV_AMT_CORR_7_mad3_zscore"
"M30_PRICEDEV_AMT_CORR_8_mad3_zscore"
"D1_OPEN_REL_CLOSE_mad3_zscore"
"D1_HIGH_REL_CLOSE_mad3_zscore"
